age,gender,vehicle_age,vehicle_type,annual_mileage,driving_violations,claim_amount,previous_claims,credit_score,region,is_fraud
51,M,5,suv,3485,0,2245,1,732,rural,0
36,M,2,truck,2845,0,2107,0,768,rural,0
58,M,8,truck,17021,0,2856,1,722,rural,0
45,F,4,sports,21229,1,1081,2,661,suburban,0
50,M,4,sports,12421,2,1867,1,643,suburban,0
30,M,4,truck,12424,1,17057,0,794,urban,1
36,F,6,suv,8546,1,4635,2,713,suburban,0
38,F,3,luxury,6657,0,14596,0,641,suburban,0
57,M,6,suv,8942,0,4764,0,536,urban,0
70,M,3,suv,19637,1,500,4,730,rural,1
32,M,6,sports,22810,1,2047,1,708,suburban,0
61,M,3,suv,6135,1,4360,1,633,suburban,0
18,F,6,sports,15883,1,19360,2,630,suburban,0
27,F,4,sports,18729,1,5875,1,481,rural,1
30,M,7,sedan,9901,3,3684,0,558,rural,1
24,M,5,suv,13157,0,6798,1,792,urban,0
21,M,10,suv,8023,0,3238,0,534,urban,0
51,F,7,suv,17779,1,1716,1,481,rural,0
41,F,2,truck,15439,1,2510,0,650,urban,0
50,F,5,luxury,5145,0,717,1,506,urban,0
55,M,6,luxury,10788,0,19993,1,515,urban,0
48,F,4,truck,10129,1,6645,0,697,rural,0
54,M,5,suv,19375,0,3417,1,707,rural,0
43,M,6,sports,13391,0,4045,2,737,suburban,0
27,F,8,truck,10957,0,15085,0,536,urban,0
60,M,7,sports,17231,0,12228,0,617,urban,1
36,F,4,truck,3745,2,5969,1,637,urban,0
30,F,6,suv,4580,0,4278,1,612,suburban,0
42,M,4,suv,19986,0,2509,0,679,urban,0
31,M,5,truck,10055,1,2137,1,582,rural,0
38,F,10,suv,8647,0,1289,1,759,rural,0
50,F,3,sedan,10481,0,500,1,623,suburban,0
50,F,3,truck,22144,0,6665,1,679,suburban,0
31,F,6,suv,17454,1,1418,1,646,urban,0
37,F,4,sports,4568,1,12763,1,783,rural,0
61,F,6,luxury,12875,1,5774,1,744,urban,0
52,F,6,luxury,8400,0,560,0,767,urban,0
76,M,8,suv,18309,1,3578,1,669,suburban,0
62,F,7,sports,6616,0,4664,2,661,suburban,0
62,M,3,sports,14266,0,18844,0,683,urban,0
24,M,5,luxury,10706,0,5386,0,769,rural,0
56,F,3,sedan,12216,0,1751,1,725,urban,0
44,F,7,sedan,13516,1,3973,0,683,rural,1
36,F,3,truck,17713,0,904,3,476,suburban,0
47,F,4,truck,8654,0,6498,2,642,urban,0
59,F,6,sports,6347,1,3042,0,635,rural,1
52,M,6,luxury,14203,1,1800,1,741,urban,0
31,M,8,suv,7541,1,7900,1,487,rural,0
56,F,7,truck,14344,0,500,0,620,rural,0
35,F,4,sedan,11353,1,3986,0,660,suburban,0
48,F,4,sports,7477,1,4749,1,585,suburban,1
40,F,4,truck,6903,0,847,0,616,rural,0
41,M,6,sports,15850,0,1103,1,457,rural,0
56,M,7,suv,11161,2,11187,1,547,rural,0
29,M,8,truck,7420,1,1136,1,618,rural,0
74,F,3,luxury,11701,2,6168,2,480,urban,1
18,F,4,suv,7871,0,3828,1,717,urban,0
36,F,1,sedan,13211,2,767,0,620,urban,0
50,M,5,sports,14052,1,7719,1,432,urban,1
53,M,5,suv,12364,0,2536,0,669,urban,0
43,M,5,suv,9847,1,2802,0,638,rural,0
44,F,1,suv,6331,0,1749,0,752,urban,1
51,M,7,sports,12817,0,4847,1,523,suburban,0
41,F,3,luxury,7514,0,7415,0,766,suburban,0
65,M,6,sports,9087,1,500,0,655,urban,1
57,F,4,sports,11805,2,6169,1,606,urban,1
58,F,3,sedan,13916,0,3686,0,667,urban,0
30,F,9,sports,19760,0,1489,0,461,rural,0
43,F,4,sports,8440,1,2970,2,725,suburban,0
40,M,8,luxury,9216,0,13863,1,730,suburban,1
29,M,6,sports,2711,1,2326,0,644,rural,0
50,M,2,sports,12691,1,6904,0,627,suburban,0
36,F,9,sports,6030,0,9753,1,644,rural,0
54,M,4,sports,16331,0,5952,1,631,rural,0
28,F,6,sedan,13492,0,3504,1,752,rural,1
70,M,8,sedan,5964,2,16933,0,533,rural,0
31,M,9,sports,11796,3,8602,0,698,suburban,0
48,F,5,sports,12124,0,2919,1,389,rural,0
56,F,7,sedan,17870,1,4003,0,766,urban,0
36,F,6,sedan,14216,0,7509,1,817,rural,1
57,M,5,sports,8000,0,4161,0,544,urban,0
26,F,6,sports,20829,0,5214,0,559,rural,0
66,M,6,luxury,6451,1,1347,0,635,urban,1
45,M,6,sedan,20601,0,9707,0,601,rural,0
36,M,6,sedan,12315,0,3269,2,755,rural,0
40,F,5,sedan,5478,2,4731,1,692,rural,0
57,M,6,truck,8286,0,4111,0,632,urban,0
36,F,3,suv,14401,0,1504,1,623,urban,0
33,F,2,sedan,18533,0,3217,1,617,urban,0
41,M,11,truck,7924,0,686,2,746,rural,0
27,M,8,suv,9549,3,4920,1,781,rural,1
72,M,8,suv,6868,0,5543,0,520,suburban,0
36,M,1,sedan,8873,0,9091,0,779,urban,1
57,F,7,suv,8310,0,2148,4,625,urban,0
48,F,6,truck,8639,2,1013,1,650,rural,0
30,F,3,sedan,13184,0,1321,1,609,urban,0
44,F,9,sports,7763,0,2921,2,678,suburban,0
56,F,7,sports,12208,0,15479,0,636,urban,0
42,F,5,sports,20012,0,715,1,751,rural,0
62,F,4,truck,5740,0,3437,1,757,suburban,1
60,F,6,truck,15895,0,556,0,668,suburban,0
58,F,6,suv,5891,1,1789,0,749,rural,0
38,M,1,truck,11093,1,1129,1,719,suburban,0
28,M,7,sedan,13686,0,1799,0,428,suburban,0
35,F,4,luxury,12307,0,5429,0,593,suburban,0
47,F,4,sports,14907,1,2337,2,622,rural,1
53,M,6,suv,7192,1,508,1,537,rural,0
18,M,2,suv,12033,1,1759,0,673,urban,0
44,M,5,sports,7417,0,2894,0,782,urban,0
47,F,2,sports,12610,1,3660,1,531,urban,0
40,M,5,sedan,17132,0,3493,1,582,suburban,0
64,M,5,suv,18220,2,1349,0,520,suburban,0
51,M,1,sports,15824,0,4546,1,835,urban,0
64,M,7,truck,13852,1,918,1,738,rural,0
41,M,3,suv,13404,0,7739,0,560,rural,0
59,F,4,truck,12889,0,640,0,625,rural,0
69,M,2,sports,17364,0,11292,0,603,urban,0
64,F,5,sedan,1829,0,11146,0,539,suburban,0
28,M,4,suv,12198,0,500,0,606,urban,0
41,M,6,suv,13071,0,3375,1,658,rural,0
39,M,2,sports,6801,0,2600,1,709,urban,0
52,M,2,truck,1000,0,8581,2,581,urban,1
55,M,7,luxury,8188,1,2567,0,600,rural,0
32,F,2,sports,18749,0,13310,1,850,rural,0
46,F,7,truck,24372,0,7115,4,540,suburban,1
18,F,2,truck,1000,0,1450,2,578,rural,0
66,F,7,luxury,15329,2,5370,0,589,urban,0
37,F,7,suv,10905,0,3931,3,586,rural,0
45,F,6,sedan,9919,1,5061,1,754,urban,0
40,F,7,luxury,5993,0,3317,0,538,rural,0
62,M,7,sports,12285,2,7131,0,661,suburban,0
18,F,4,truck,1000,0,3852,0,685,suburban,0
44,M,4,luxury,16360,0,4447,0,673,urban,0
43,M,2,truck,22172,1,2809,0,707,suburban,1
38,F,3,suv,9172,0,1780,0,543,urban,0
70,M,4,truck,4244,0,1267,0,850,suburban,0
31,M,5,sedan,4672,1,5255,0,694,suburban,0
56,F,3,sports,9877,0,3025,1,833,rural,1
50,M,4,suv,5202,0,1515,0,790,rural,0
63,F,2,truck,11664,0,3362,1,602,suburban,1
34,M,6,sedan,14321,0,4888,1,620,urban,0
34,F,4,sedan,10047,0,3389,0,528,suburban,0
61,M,3,sports,11179,0,510,1,748,urban,0
51,F,7,suv,15223,0,1640,1,707,urban,0
21,M,5,sports,10039,0,15443,0,722,rural,0
36,F,9,sports,18797,0,7225,0,737,rural,0
50,M,7,sedan,15703,2,1434,0,457,urban,0
57,M,3,luxury,13068,1,2522,3,838,urban,0
34,F,4,truck,11895,0,2349,2,652,suburban,0
18,M,8,suv,13504,0,500,0,738,rural,0
52,F,7,luxury,17408,1,19857,2,617,suburban,0
26,M,5,sports,11550,1,3578,0,692,urban,0
18,M,3,suv,15936,0,5718,0,725,urban,0
18,F,6,sports,15267,0,32049,1,493,urban,0
57,M,2,suv,4415,0,16711,1,601,suburban,0
46,F,11,suv,18680,0,4763,0,850,rural,0
41,M,4,truck,11117,0,4482,0,686,suburban,0
65,M,7,sedan,6138,0,13460,1,483,urban,0
54,M,7,truck,16945,0,1164,1,491,urban,0
69,M,6,truck,11718,0,2037,0,703,rural,0
24,F,7,luxury,7061,0,500,1,392,urban,1
44,F,4,truck,15998,1,6277,1,609,suburban,0
20,M,2,suv,11430,0,3080,1,543,suburban,0
41,M,8,sports,11608,0,11937,2,756,rural,0
41,F,5,luxury,14114,0,5405,1,556,suburban,0
54,M,5,suv,3247,0,1815,0,587,rural,0
45,F,3,sports,14059,0,9670,0,779,suburban,0
54,M,4,sports,16205,0,3541,1,628,suburban,0
55,M,2,luxury,12764,1,3777,0,622,suburban,0
77,F,7,truck,12504,1,8489,0,847,suburban,0
40,M,6,luxury,19475,0,1603,0,783,rural,0
30,F,1,luxury,4414,0,3114,2,677,suburban,0
48,F,4,luxury,15122,0,1345,0,633,suburban,1
32,F,6,sports,13784,1,5324,1,737,urban,0
67,F,7,truck,4997,2,3789,2,741,urban,0
40,F,6,sedan,11945,0,4102,1,559,rural,0
36,F,4,sports,16119,0,3029,0,633,urban,0
37,M,4,luxury,15055,0,3546,0,672,rural,0
55,F,10,sports,11298,2,500,3,652,suburban,0
42,F,5,suv,8814,2,2093,1,655,rural,0
35,M,8,truck,12631,0,3339,1,633,suburban,0
69,F,8,sedan,11256,1,2024,1,711,rural,0
32,M,3,truck,14017,0,2864,3,635,rural,0
45,F,6,suv,8627,2,5777,0,791,urban,0
54,F,7,sedan,11259,0,8280,0,638,urban,0
20,F,6,sports,16834,0,919,0,706,urban,0
52,M,5,sedan,18040,0,8101,0,696,rural,0
29,M,6,luxury,7164,1,8051,0,759,rural,0
57,F,2,suv,5762,0,8328,0,673,suburban,1
30,F,4,luxury,1318,0,6739,0,661,rural,0
55,M,4,suv,10142,0,14413,0,746,urban,0
61,M,2,sports,20688,0,1496,1,652,suburban,0
57,M,3,sports,14750,1,2290,2,699,rural,0
48,F,5,luxury,16348,0,2358,1,749,suburban,0
41,M,5,suv,12286,0,1810,0,832,rural,0
36,M,5,suv,15282,1,6257,0,573,rural,0
67,M,8,sports,9594,0,6526,1,779,rural,0
34,M,3,truck,12864,0,5059,1,542,suburban,0
29,M,3,luxury,14929,1,1922,1,558,suburban,1
54,M,5,luxury,18545,0,7824,1,718,suburban,0
33,M,1,suv,14383,0,1579,1,546,urban,0
30,F,5,sedan,11903,1,560,3,452,rural,1
23,M,5,sports,6946,0,913,1,697,urban,0
37,F,3,sports,10551,1,8962,1,686,rural,0
43,F,4,truck,14325,0,3119,1,569,urban,0
48,M,5,sedan,10749,1,1858,1,566,suburban,0
59,F,4,sedan,6842,0,24579,0,689,urban,0
52,F,8,sedan,15104,1,5842,1,747,urban,0
42,M,3,truck,11764,0,12819,2,652,rural,0
42,F,5,sports,8259,1,852,1,748,suburban,0
52,M,7,sedan,1065,1,6313,1,694,rural,0
64,M,8,sports,12192,0,1651,1,618,rural,0
46,M,5,sports,10022,2,8824,0,481,rural,0
37,M,1,truck,24537,0,721,1,595,suburban,0
30,M,4,sports,18892,0,1154,0,698,urban,0
23,M,3,suv,6416,0,9377,1,611,urban,0
54,M,4,sports,17977,0,791,1,781,suburban,0
53,F,4,suv,12483,0,12997,0,739,suburban,0
53,M,1,sedan,17214,0,12907,0,686,rural,0
43,F,3,suv,25548,1,3710,1,656,urban,1
66,M,10,sedan,9405,0,1209,0,661,urban,1
37,M,2,suv,9787,1,6539,2,591,rural,0
59,M,4,suv,7269,0,7396,0,559,urban,0
44,F,5,sedan,16333,0,5419,1,716,urban,1
35,F,8,truck,16095,0,608,1,659,suburban,0
53,F,4,sports,20833,0,2128,0,702,urban,0
51,F,2,suv,15189,1,2785,1,567,suburban,0
50,F,2,luxury,4913,0,2465,2,634,suburban,0
46,F,5,truck,19481,0,5279,0,614,suburban,0
44,M,4,sports,13607,1,826,0,728,urban,0
80,M,4,truck,10733,0,1250,3,818,urban,0
62,F,7,truck,7473,0,2781,3,738,suburban,0
55,F,5,sedan,16706,1,585,1,529,urban,1
46,F,3,luxury,5034,1,1304,0,690,rural,1
60,F,2,sports,21100,1,5069,0,621,rural,0
52,F,4,truck,11902,4,18004,3,585,suburban,0
45,M,5,sedan,1000,1,14766,0,684,rural,0
40,M,4,sports,13856,0,3546,0,576,urban,0
43,M,3,sedan,13259,0,5052,0,718,suburban,0
18,M,5,sports,11040,0,841,0,558,urban,0
48,M,4,truck,21055,0,2955,0,467,rural,0
37,M,7,suv,17433,1,749,0,661,suburban,0
68,M,8,luxury,5206,1,8005,2,747,urban,0
45,M,5,suv,15024,0,8623,0,644,urban,0
27,F,3,suv,16488,1,562,1,493,urban,1
44,F,7,truck,9694,0,2169,1,508,rural,0
29,M,8,sedan,10454,0,2809,1,604,rural,0
52,M,7,luxury,11837,0,2310,0,755,rural,0
49,M,6,suv,4470,1,598,1,537,suburban,0
59,F,6,sedan,10212,0,6246,2,572,urban,0
33,F,1,luxury,12190,1,4511,1,724,urban,0
45,M,3,truck,17672,0,4330,1,686,urban,0
24,F,3,luxury,8792,1,824,0,714,urban,0
55,M,4,sports,12372,1,500,2,775,rural,0
52,M,2,truck,7257,0,2070,0,538,urban,0
52,M,10,suv,8210,1,2119,2,568,rural,0
45,M,4,sports,8105,0,1855,2,556,rural,0
51,M,4,sedan,9428,0,712,4,652,rural,0
69,F,7,suv,12683,0,3230,2,848,rural,0
40,M,3,sports,14462,1,4039,1,532,suburban,0
47,M,4,truck,16745,0,724,0,610,suburban,1
28,M,5,sports,5637,1,2025,1,754,suburban,1
31,M,7,sports,14001,0,5528,0,666,rural,0
46,F,6,suv,4515,2,10140,0,502,suburban,0
61,M,4,sports,1000,1,16327,1,438,suburban,0
41,M,4,luxury,13858,0,704,0,611,suburban,0
41,F,6,suv,13000,0,17340,0,695,urban,0
38,M,2,luxury,17092,0,16310,2,586,suburban,0
36,M,3,sports,6910,0,2828,2,669,suburban,1
49,M,6,luxury,9762,0,29214,1,471,rural,0
22,M,2,truck,14032,0,1623,1,710,suburban,0
64,F,4,truck,10405,0,13210,0,728,rural,0
35,M,4,sports,10607,1,2239,4,741,rural,1
55,M,6,luxury,13601,2,1643,0,636,suburban,0
25,F,5,sports,17014,1,1566,0,651,rural,0
55,M,4,truck,18757,0,1057,1,644,rural,0
55,M,5,luxury,15732,0,1076,0,606,rural,0
50,F,9,truck,7693,1,2807,0,639,rural,0
30,M,9,luxury,6518,0,5403,1,591,suburban,0
48,F,8,suv,26075,0,16197,0,605,urban,0
27,M,7,sports,9643,1,4611,2,772,rural,1
41,F,6,luxury,10329,1,1251,0,631,suburban,0
60,M,5,luxury,12149,1,6889,0,724,urban,0
56,M,3,suv,4183,0,4084,1,518,suburban,0
45,F,4,sedan,7183,0,4876,1,582,rural,0
30,M,6,suv,14634,0,811,0,584,urban,0
54,F,2,luxury,4123,1,2067,0,648,rural,0
45,F,5,sedan,8743,0,5330,2,528,urban,0
18,F,2,truck,6115,1,1383,1,537,rural,0
56,F,0,sports,8722,1,1193,0,613,rural,0
44,M,9,sedan,10175,0,5971,1,549,suburban,0
63,F,2,truck,16171,0,5383,1,609,urban,0
28,M,6,luxury,16330,2,4527,0,806,suburban,1
18,M,5,sedan,12131,1,2760,1,543,urban,0
49,F,6,suv,10967,0,12789,0,620,rural,0
49,F,7,sports,4555,3,1308,2,719,rural,0
19,M,6,suv,4061,0,740,0,577,rural,0
30,F,4,suv,13235,0,1001,0,526,urban,0
85,M,5,sports,18179,1,8273,1,582,suburban,0
40,F,7,suv,12845,0,3796,0,416,rural,0
55,M,4,luxury,12498,0,12689,0,719,suburban,0
35,M,2,suv,22065,0,20528,0,631,urban,1
18,F,5,luxury,15496,0,5761,2,604,urban,0
42,M,6,suv,5487,1,3000,3,636,rural,0
41,M,6,luxury,5837,0,2062,1,603,suburban,0
39,F,4,sedan,9514,0,10345,1,793,suburban,0
43,F,2,luxury,6332,0,1135,0,760,urban,0
48,F,5,sports,8804,0,2538,1,815,suburban,1
42,F,5,suv,11908,0,3577,2,697,rural,0
26,F,5,sedan,5583,0,2740,0,718,urban,0
52,M,2,suv,11770,0,6169,1,707,suburban,0
18,M,6,luxury,12936,0,2983,0,598,suburban,0
18,F,4,suv,23339,0,500,2,444,urban,0
56,M,1,truck,11037,2,705,0,637,suburban,0
52,M,5,sedan,9636,0,1334,2,704,rural,0
44,M,8,truck,21301,1,6399,0,639,rural,0
24,M,8,suv,4459,0,1166,2,779,urban,0
34,M,5,luxury,24385,0,11292,1,602,suburban,0
41,F,7,sedan,13618,1,4166,1,666,rural,0
21,F,8,sedan,17619,0,2218,1,605,urban,0
33,M,1,luxury,10146,0,4153,0,821,urban,0
54,M,4,sedan,5039,1,3041,2,453,urban,0
66,F,5,luxury,5851,0,7657,1,777,rural,0
38,F,1,truck,14259,0,21214,1,637,rural,0
56,F,7,suv,21662,2,2633,0,684,suburban,0
18,F,3,sedan,6320,5,2911,3,409,urban,0
54,M,3,sedan,12945,1,5260,0,505,urban,0
32,F,3,sedan,4408,0,4411,0,650,suburban,0
49,F,9,truck,18082,0,1418,0,718,rural,0
41,M,4,luxury,13628,0,12777,1,629,rural,0
64,F,3,luxury,3682,0,2584,0,548,rural,0
31,F,1,truck,13168,0,2041,1,642,suburban,0
54,F,5,suv,14246,0,606,0,570,rural,0
40,F,4,truck,17642,1,7062,0,850,rural,0
42,F,5,sedan,14126,0,2905,0,712,rural,0
42,M,8,suv,1000,0,13187,1,660,suburban,0
32,M,2,sports,1120,2,3184,0,789,urban,0
44,M,2,suv,14362,1,1797,0,676,urban,0
44,M,2,truck,2528,0,1235,0,781,rural,1
48,M,1,sedan,28573,0,2603,1,850,urban,0
46,F,8,suv,13072,0,11950,1,591,rural,0
56,F,11,luxury,14818,0,2272,2,767,rural,0
58,F,2,suv,9232,1,2257,0,843,urban,0
29,F,3,sports,12875,0,1935,1,643,suburban,0
58,F,2,suv,24540,0,2870,0,667,rural,0
27,F,7,suv,10705,1,3694,1,716,rural,0
53,F,9,suv,14875,0,3027,1,507,urban,0
54,F,4,sedan,15920,0,10812,0,683,rural,0
18,F,4,truck,7097,0,2451,0,550,suburban,0
46,F,5,sedan,12590,0,2626,1,539,suburban,0
37,F,2,suv,13642,1,2692,1,745,suburban,0
33,F,7,luxury,18644,1,15950,1,750,suburban,0
65,F,4,luxury,9772,1,4600,0,675,rural,0
35,M,6,luxury,3569,0,1147,3,585,rural,0
32,F,5,suv,19044,0,1845,3,745,rural,0
46,M,5,suv,12744,0,969,0,687,urban,0
55,F,2,sports,15815,0,3591,0,696,suburban,0
42,F,6,sports,15242,0,500,2,710,suburban,0
62,F,8,truck,21453,0,8407,1,641,urban,0
52,M,5,suv,13764,0,12807,0,676,suburban,0
18,M,3,suv,17574,1,790,0,603,suburban,0
37,F,5,luxury,14526,0,1794,2,742,urban,1
36,F,9,sports,12128,0,4442,0,721,rural,0
52,F,2,sedan,21451,3,1276,0,767,rural,0
18,F,7,sports,18227,1,500,1,494,urban,0
83,M,4,truck,8465,0,27449,2,733,suburban,0
52,M,7,sedan,13347,0,780,0,704,rural,0
47,F,8,luxury,12313,2,1283,0,518,suburban,0
62,M,3,sports,11643,1,3692,1,751,urban,1
80,M,3,suv,14528,1,6402,0,582,rural,0
58,F,7,truck,13773,1,6375,2,633,rural,0
59,F,6,truck,5021,0,999,3,740,suburban,0
46,F,8,sedan,10294,0,6390,0,512,urban,0
42,M,8,sedan,10711,1,1422,1,701,suburban,0
37,F,4,truck,8961,0,500,1,504,suburban,0
32,M,5,sports,6614,0,18824,0,761,urban,1
34,F,6,suv,9852,0,7046,0,795,rural,0
24,F,3,luxury,10558,0,4265,0,649,urban,0
43,M,4,suv,11650,0,15504,1,460,rural,0
19,M,6,sports,9101,1,1278,1,665,suburban,1
47,M,5,sedan,12013,1,747,1,783,rural,0
44,M,5,luxury,1682,1,764,0,750,rural,0
47,M,6,suv,9759,1,3544,0,710,urban,1
37,M,6,suv,18901,0,10090,0,755,urban,0
85,F,4,luxury,11725,1,810,0,579,urban,0
65,M,9,truck,10430,0,1966,1,674,rural,0
26,M,6,luxury,11841,0,5068,1,581,suburban,0
48,F,0,suv,22210,1,9979,0,592,urban,0
35,M,2,luxury,18378,1,1819,0,574,rural,0
29,M,5,suv,12617,0,16251,1,573,urban,0
24,F,1,sports,9397,0,8985,1,850,rural,0
51,F,5,truck,8493,0,1160,1,780,urban,0
34,F,3,luxury,15390,0,3826,0,603,suburban,1
59,M,5,sports,14465,0,1562,3,727,rural,0
59,F,7,sports,11122,2,1953,0,571,urban,0
65,M,7,truck,18506,0,15719,0,539,urban,0
32,F,6,sedan,10602,0,2970,0,757,urban,0
52,M,6,luxury,7886,0,6845,0,565,suburban,0
54,F,1,truck,12445,1,5361,0,505,rural,0
37,F,7,truck,2945,0,18783,0,687,suburban,0
33,F,6,suv,14164,0,2162,1,603,urban,0
69,M,5,truck,6777,0,3417,2,794,rural,0
48,M,3,truck,13108,0,4053,1,560,rural,0
54,F,6,luxury,20405,0,546,2,699,urban,0
32,F,3,truck,11249,0,500,0,701,rural,0
26,F,3,truck,14393,1,2003,0,672,suburban,0
36,F,7,sedan,8978,1,20833,1,786,urban,0
43,M,4,sports,16540,2,531,2,704,suburban,0
29,F,3,luxury,13129,1,10395,0,670,urban,0
44,F,5,sedan,9897,0,3108,0,736,urban,0
19,M,5,luxury,2855,1,500,1,585,rural,0
28,M,4,sports,12950,1,5257,0,572,urban,0
55,F,6,truck,9764,1,774,0,667,rural,0
54,F,3,truck,19654,0,7585,0,710,rural,0
39,M,3,suv,1766,0,1004,0,639,suburban,0
29,M,8,sports,16703,0,2495,1,643,suburban,0
29,F,3,truck,12797,1,4483,1,641,rural,0
39,M,8,luxury,10213,1,1902,1,688,urban,0
54,M,4,luxury,20159,1,500,2,751,rural,0
58,F,7,suv,16728,0,4313,0,667,rural,0
37,F,3,truck,7911,0,4568,1,631,urban,0
27,M,3,luxury,6948,0,2702,1,553,urban,0
49,F,3,sports,16513,1,981,0,850,suburban,0
32,F,7,suv,17239,1,1564,0,811,rural,0
37,F,7,truck,9109,1,29709,0,560,urban,0
64,F,3,truck,17245,0,1538,0,592,urban,0
57,F,0,suv,20110,0,7668,0,689,suburban,0
47,M,3,sedan,14914,0,1417,0,692,suburban,0
25,M,5,luxury,15418,0,5938,0,697,suburban,0
48,F,2,luxury,20289,0,3533,1,675,suburban,0
60,F,7,suv,12104,0,9374,1,783,urban,0
39,F,6,truck,14995,0,851,0,792,suburban,0
65,M,5,sedan,10724,0,57609,0,717,urban,0
64,M,4,sports,11144,0,2220,0,492,urban,0
69,M,9,truck,13531,1,500,0,653,rural,0
49,M,6,luxury,6315,0,3199,1,603,rural,0
53,F,4,suv,17582,0,1352,0,515,rural,0
66,F,5,sedan,15511,1,3036,0,611,urban,0
51,M,10,luxury,7245,2,858,1,699,rural,0
37,M,4,luxury,4756,1,2096,0,510,urban,0
38,F,3,truck,9849,1,7681,1,742,rural,0
48,F,7,suv,13801,0,1692,3,755,urban,1
25,F,10,sedan,9863,0,607,1,526,suburban,0
42,F,5,truck,15543,0,3358,0,598,urban,0
61,F,3,sports,4369,1,1776,0,750,suburban,1
18,M,3,luxury,10883,0,5029,1,721,urban,0
68,F,5,truck,14134,0,2709,0,632,rural,0
61,M,8,luxury,9034,0,5093,1,815,rural,0
38,M,5,truck,8847,1,3117,0,760,urban,0
53,F,3,suv,17296,0,835,3,644,urban,1
45,M,4,sedan,13458,0,3509,2,756,rural,0
63,M,4,suv,15277,0,1647,1,544,rural,0
59,F,6,luxury,17972,1,2236,0,524,suburban,0
23,M,4,luxury,12404,2,4657,2,614,urban,0
53,F,5,truck,13265,0,2743,0,731,rural,0
41,F,6,truck,16805,1,1184,1,810,rural,0
46,M,5,truck,20637,0,588,1,685,urban,1
34,F,7,luxury,15941,0,6009,2,672,urban,0
71,F,6,sedan,21401,0,9083,0,750,rural,0
60,M,6,sports,20217,0,726,0,652,suburban,0
33,F,5,sports,3693,0,2810,1,712,urban,0
24,M,3,sports,16584,0,4327,2,749,rural,0
39,M,5,sports,8406,0,8620,1,767,suburban,0
51,F,4,suv,18429,0,2537,0,522,rural,0
48,M,3,sedan,18568,2,605,2,698,urban,0
63,F,3,sports,16282,0,1070,0,550,urban,0
56,M,4,sedan,4394,0,1665,0,621,rural,1
59,F,5,sedan,13620,1,2854,0,813,rural,1
49,F,3,sports,18331,1,500,2,576,rural,1
24,M,4,suv,13568,2,5755,1,535,urban,0
42,M,2,truck,13162,1,3502,0,585,rural,0
60,F,2,truck,8921,0,833,2,587,rural,0
44,F,2,suv,13487,2,2851,1,556,suburban,1
52,M,4,luxury,8055,0,2686,0,543,suburban,0
40,F,1,sports,14856,2,4400,1,697,rural,0
29,F,6,luxury,10383,0,3035,1,400,rural,0
43,M,9,sedan,3979,0,500,0,646,urban,0
49,M,7,truck,4749,0,3572,3,591,suburban,1
35,F,7,luxury,11952,3,1610,0,648,rural,0
41,M,3,sedan,9571,1,3201,0,672,urban,0
30,M,6,sedan,15796,0,818,0,850,urban,0
61,F,4,suv,12588,1,4035,0,848,suburban,0
40,M,9,sedan,19539,0,2227,0,750,urban,0
66,M,7,luxury,21177,0,706,1,773,urban,1
67,F,5,sedan,16103,0,500,2,650,suburban,0
43,M,2,sports,15377,0,595,2,685,suburban,0
29,F,4,suv,5824,1,2470,1,850,urban,0
18,M,4,sports,11428,0,5021,0,698,urban,0
22,M,1,luxury,10959,1,1543,1,533,rural,0
24,F,10,sedan,13104,1,1031,0,607,rural,0
65,M,5,luxury,11890,0,7232,1,659,suburban,0
46,M,7,sedan,12383,1,1672,1,681,rural,1
50,M,4,sedan,12428,0,1609,0,805,suburban,0
18,M,6,sedan,12959,0,18819,0,508,urban,1
27,M,2,suv,17565,1,3933,2,702,suburban,0
58,M,8,luxury,15364,2,8739,2,639,suburban,1
49,F,4,suv,9527,0,4315,1,724,rural,0
42,M,3,sedan,5780,0,1374,1,607,suburban,1
53,M,4,suv,6143,1,7189,0,531,suburban,0
69,F,5,suv,10230,0,965,1,609,urban,0
41,F,3,truck,20009,1,15542,1,686,urban,0
46,F,4,suv,13973,1,3306,0,702,rural,0
47,M,3,luxury,16255,1,8341,2,593,urban,0
80,F,3,sports,7339,0,2849,1,667,rural,0
18,F,7,luxury,9761,1,728,2,621,rural,1
55,M,5,luxury,14687,1,1158,3,591,rural,1
43,F,6,sports,12250,1,3725,0,666,rural,0
53,M,9,suv,16561,0,664,0,741,rural,0
35,M,7,sports,9761,0,8300,2,618,suburban,0
44,M,6,sports,15926,2,1123,1,649,rural,0
55,M,8,luxury,3495,0,3275,0,730,rural,0
85,M,3,luxury,15257,0,584,0,622,suburban,1
57,F,7,truck,24402,0,2049,0,850,suburban,0
32,M,5,sedan,14127,0,31259,1,517,urban,0
38,F,10,suv,17728,1,2662,2,661,suburban,0
38,M,5,sports,8378,2,2174,0,583,suburban,0
18,F,8,luxury,17614,0,4845,1,454,suburban,0
40,M,11,luxury,7281,2,6711,0,691,suburban,0
55,M,4,suv,14580,1,2634,2,564,suburban,0
25,M,4,truck,18117,0,6155,1,763,urban,0
60,F,5,luxury,6008,3,2426,2,750,suburban,0
52,F,4,sports,7767,0,1599,0,818,suburban,0
33,F,5,suv,5927,0,1556,1,721,urban,0
42,M,5,sports,1695,0,1213,2,624,rural,0
68,M,12,sedan,20424,1,857,0,527,suburban,0
